Filtering the log data using "process == "Voxa""
Timestamp                       Thread     Type        Activity             PID    TTL  
2026-04-08 00:31:22.240850-0500 0x6d76b9   Debug       0x0                  48909  0    Voxa: (CoreSpotlight) [com.apple.corespotlight:index] Finished request:<private>, error:Error Domain=CSIndexErrorDomain Code=-1003 UserInfo={NSUnderlyingError=0xaaf8d8e70 {Error Domain=NSCocoaErrorDomain Code=4097}}
2026-04-08 00:31:22.240902-0500 0x6d76b9   Debug       0x0                  48909  0    Voxa: (CoreSpotlight) [com.apple.corespotlight:index] <private>, request:<private>
2026-04-08 00:31:22.253083-0500 0x6d75cf   Debug       0x0                  48909  0    Voxa: (AppKit) [com.apple.AppKit:Menu_Tracking] Did not handle event: <private>
2026-04-08 00:31:22.553635-0500 0x6d75cf   Debug       0x0                  48909  0    Voxa: (AppKit) [com.apple.AppKit:Menu_Tracking] trackedImpl set to 0xab16af980
2026-04-08 00:31:22.570123-0500 0x6d75cf   Debug       0x0                  48909  0    Voxa: (AppKit) [com.apple.AppKit:Menu_Tracking] Impl: 0xab16af200: Set tracking session: 0xab180c180
2026-04-08 00:31:22.570650-0500 0x6d75cf   Debug       0x0                  48909  0    Voxa: (LaunchServices) [com.apple.launchservices:cas] _LSCopyApplicationInformationItem(sessionID=-2 asn=ASN:0x0-0x2: keyRef="ApplicationType")
2026-04-08 00:31:22.570730-0500 0x6d75cf   Debug       0x0                  48909  0    Voxa: (LaunchServices) [com.apple.launchservices:cas] _LSCopyApplicationInformationItem(sessionID=-2 asn=ASN:0x0-0x2: keyRef="ApplicationType")
2026-04-08 00:31:22.570775-0500 0x6d75cf   Debug       0x0                  48909  0    Voxa: (LaunchServices) [com.apple.launchservices:cas] _LSCopyApplicationInformationItem(sessionID=-2 asn=ASN:0x0-0x2: keyRef="ApplicationType")
2026-04-08 00:31:22.570802-0500 0x6d75cf   Debug       0x0                  48909  0    Voxa: (LaunchServices) [com.apple.launchservices:cas] _LSCopyApplicationInformationItem(sessionID=-2 asn=ASN:0x0-0x2: keyRef="ApplicationType")
2026-04-08 00:31:22.570823-0500 0x6d75cf   Debug       0x0                  48909  0    Voxa: (LaunchServices) [com.apple.launchservices:cas] _LSCopyApplicationInformationItem(sessionID=-2 asn=ASN:0x0-0x2: keyRef="ApplicationType")
2026-04-08 00:31:22.570843-0500 0x6d75cf   Debug       0x0                  48909  0    Voxa: (LaunchServices) [com.apple.launchservices:cas] _LSCopyApplicationInformationItem(sessionID=-2 asn=ASN:0x0-0x2: keyRef="ApplicationType")
2026-04-08 00:31:22.570860-0500 0x6d75cf   Debug       0x0                  48909  0    Voxa: (LaunchServices) [com.apple.launchservices:cas] _LSCopyApplicationInformationItem(sessionID=-2 asn=ASN:0x0-0x2: keyRef="ApplicationType")
2026-04-08 00:31:22.572404-0500 0x6d75cf   Debug       0x0                  48909  0    Voxa: (AppKit) [com.apple.AppKit:Window] Window NSPopupMenuWindow 0xab17a0900 context 0 -> a24787df
2026-04-08 00:31:22.572458-0500 0x6d75cf   Info        0x0                  48909  0    Voxa: (AppKit) [com.apple.AppKit:Window] context (0 -> a24787df) for window 1dd63
2026-04-08 00:31:22.572535-0500 0x6d75cf   Debug       0x0                  48909  0    Voxa: (LaunchServices) [com.apple.launchservices:cas] _LSCopyApplicationInformationItem(sessionID=-2 asn=ASN:0x0-0x2: keyRef="ApplicationType")
2026-04-08 00:31:22.572571-0500 0x6d75cf   Debug       0x0                  48909  0    Voxa: (LaunchServices) [com.apple.launchservices:cas] _LSCopyApplicationInformationItem(sessionID=-2 asn=ASN:0x0-0x2: keyRef="ApplicationType")
2026-04-08 00:31:22.572592-0500 0x6d75cf   Debug       0x0                  48909  0    Voxa: (LaunchServices) [com.apple.launchservices:cas] _LSCopyApplicationInformationItem(sessionID=-2 asn=ASN:0x0-0x2: keyRef="ApplicationType")
2026-04-08 00:31:22.572609-0500 0x6d75cf   Debug       0x0                  48909  0    Voxa: (LaunchServices) [com.apple.launchservices:cas] _LSCopyApplicationInformationItem(sessionID=-2 asn=ASN:0x0-0x2: keyRef="ApplicationType")
2026-04-08 00:31:22.572642-0500 0x6d75cf   Debug       0x0                  48909  0    Voxa: (LaunchServices) [com.apple.launchservices:cas] _LSCopyApplicationInformationItem(sessionID=-2 asn=ASN:0x0-0x2: keyRef="ApplicationType")
2026-04-08 00:31:22.572735-0500 0x6d75cf   Debug       0x0                  48909  0    Voxa: (LaunchServices) [com.apple.launchservices:cas] _LSCopyApplicationInformationItem(sessionID=-2 asn=ASN:0x0-0x2: keyRef="ApplicationType")
2026-04-08 00:31:22.572758-0500 0x6d75cf   Debug       0x0                  48909  0    Voxa: (LaunchServices) [com.apple.launchservices:cas] _LSCopyApplicationInformationItem(sessionID=-2 asn=ASN:0x0-0x2: keyRef="ApplicationType")
2026-04-08 00:31:22.572778-0500 0x6d75cf   Debug       0x0                  48909  0    Voxa: (LaunchServices) [com.apple.launchservices:cas] _LSCopyApplicationInformationItem(sessionID=-2 asn=ASN:0x0-0x2: keyRef="ApplicationType")
2026-04-08 00:31:22.572795-0500 0x6d75cf   Debug       0x0                  48909  0    Voxa: (LaunchServices) [com.apple.launchservices:cas] _LSCopyApplicationInformationItem(sessionID=-2 asn=ASN:0x0-0x2: keyRef="ApplicationType")
2026-04-08 00:31:22.573491-0500 0x6d75cf   Debug       0x0                  48909  0    Voxa: (CoreFoundation) [com.apple.defaults:User Defaults] found no value for key increaseContrast in CFPrefsSearchListSource<0xab0c72180> (Domain: com.apple.universalaccess, Container: (null) Non-launch persona: 0)
2026-04-08 00:31:22.573556-0500 0x6d75cf   Debug       0x0                  48909  0    Voxa: (CoreFoundation) [com.apple.defaults:User Defaults] found no value for key increaseContrast in CFPrefsSearchListSource<0xab0c72180> (Domain: com.apple.universalaccess, Container: (null) Non-launch persona: 0)
2026-04-08 00:31:22.573660-0500 0x6d75cf   Debug       0x0                  48909  0    Voxa: (LaunchServices) [com.apple.launchservices:cas] _LSCopyApplicationInformationItem(sessionID=-2 asn=ASN:0x0-0x2: keyRef="ApplicationType")
2026-04-08 00:31:22.573695-0500 0x6d75cf   Debug       0x0                  48909  0    Voxa: (LaunchServices) [com.apple.launchservices:cas] _LSCopyApplicationInformationItem(sessionID=-2 asn=ASN:0x0-0x2: keyRef="ApplicationType")
2026-04-08 00:31:22.573726-0500 0x6d75cf   Debug       0x0                  48909  0    Voxa: (LaunchServices) [com.apple.launchservices:cas] _LSCopyApplicationInformationItem(sessionID=-2 asn=ASN:0x0-0x2: keyRef="ApplicationType")
2026-04-08 00:31:22.573752-0500 0x6d75cf   Debug       0x0                  48909  0    Voxa: (LaunchServices) [com.apple.launchservices:cas] _LSCopyApplicationInformationItem(sessionID=-2 asn=ASN:0x0-0x2: keyRef="ApplicationType")
2026-04-08 00:31:22.573862-0500 0x6d75cf   Debug       0x0                  48909  0    Voxa: (HIServices) [com.apple.hiservices:processmgr] GetFrontProcess(), psn=0x0,0x15c35c2 result=0
2026-04-08 00:31:22.573958-0500 0x6d75cf   Debug       0x0                  48909  0    Voxa: (CoreFoundation) [com.apple.defaults:User Defaults] found no value for key increaseContrast in CFPrefsSearchListSource<0xab0c72180> (Domain: com.apple.universalaccess, Container: (null) Non-launch persona: 0)
2026-04-08 00:31:22.573991-0500 0x6d75cf   Debug       0x0                  48909  0    Voxa: (CoreFoundation) [com.apple.defaults:User Defaults] found no value for key increaseContrast in CFPrefsSearchListSource<0xab0c72180> (Domain: com.apple.universalaccess, Container: (null) Non-launch persona: 0)
2026-04-08 00:31:22.603356-0500 0x6d75cf   Debug       0x0                  48909  0    Voxa: (AppKit) [com.apple.AppKit:Menu_Tracking] dismissing submenu 0xab16af200
2026-04-08 00:31:22.603893-0500 0x6d75cf   Info        0x0                  48909  0    Voxa: (AppKit) [com.apple.AppKit:Window] window <NSPopupMenuWindow: 0xab17a0900> windowNumber=1dd63 finishing close
2026-04-08 00:31:22.603921-0500 0x6d75cf   Debug       0x0                  48909  0    Voxa: (CoreFoundation) [com.apple.defaults:User Defaults] found no value for key NSAutomaticWindowAnimationsEnabled in CFPrefsSearchListSource<0xaaf8f5b80> (Domain: com.lufermalgo.voxa, Container: (null) Non-launch persona: 0)
2026-04-08 00:31:22.603933-0500 0x6d75cf   Debug       0x0                  48909  0    Voxa: (CoreFoundation) [com.apple.defaults:User Defaults] found no value for key reduceMotion in CFPrefsSearchListSource<0xab0c72180> (Domain: com.apple.universalaccess, Container: (null) Non-launch persona: 0)
2026-04-08 00:31:22.603941-0500 0x6d75cf   Debug       0x0                  48909  0    Voxa: (CoreFoundation) [com.apple.defaults:User Defaults] found no value for key ApplePersistenceIgnoreState in CFPrefsSearchListSource<0xaaf8f5b80> (Domain: com.lufermalgo.voxa, Container: (null) Non-launch persona: 0)
2026-04-08 00:31:22.603947-0500 0x6d75cf   Debug       0x0                  48909  0    Voxa: (CoreFoundation) [com.apple.defaults:User Defaults] found no value for key ApplePersistenceIgnoreStateQuietly in CFPrefsSearchListSource<0xaaf8f5b80> (Domain: com.lufermalgo.voxa, Container: (null) Non-launch persona: 0)
2026-04-08 00:31:22.603973-0500 0x6d75cf   Info        0x0                  48909  0    Voxa: (AppKit) [com.apple.AppKit:Window] order window: 1dd63 op: 0 relative: 0 related: 0
2026-04-08 00:31:22.604117-0500 0x6d75cf   Debug       0x0                  48909  0    Voxa: (AppKit) [com.apple.AppKit:Menu_Tracking] Impl: 0xab16ae580: Set tracking session: 0xab180c180
2026-04-08 00:31:22.670267-0500 0x6d75cf   Debug       0x0                  48909  0    Voxa: (AppKit) [com.apple.AppKit:Menu_Tracking] dismissing submenu 0xab16ae580
2026-04-08 00:31:22.670729-0500 0x6d75cf   Debug       0x0                  48909  0    Voxa: (AppKit) [com.apple.AppKit:Menu_Tracking] Impl: 0xab1462a80: Set tracking session: 0xab180c180
2026-04-08 00:31:22.703229-0500 0x6d75cf   Debug       0x0                  48909  0    Voxa: (AppKit) [com.apple.AppKit:Menu_Tracking] Did not handle event: <private>
2026-04-08 00:31:22.736810-0500 0x6d75cf   Debug       0x0                  48909  0    Voxa: (AppKit) [com.apple.AppKit:Menu_Tracking] dismissing submenu 0xab1462a80
2026-04-08 00:31:23.103989-0500 0x6d75cf   Debug       0x0                  48909  0    Voxa: (AppKit) [com.apple.AppKit:Menu_Tracking] Mouse Down: Session 0xab10c8480 doesn't match current session 0xab180c180.
2026-04-08 00:31:23.104258-0500 0x6d75cf   Debug       0x0                  48909  0    Voxa: (AppKit) [com.apple.AppKit:Menu_Tracking] Menu mouse down for session 0xab180c180, rootImpl 0xab16af980.
2026-04-08 00:31:23.104568-0500 0x6d75cf   Debug       0x0                  48909  0    Voxa: (AppKit) [com.apple.AppKit:Menu_Tracking] Impl: 0xab16af980 shouldDismiss: 0 event: <private>
2026-04-08 00:31:23.104659-0500 0x6d75cf   Debug       0x0                  48909  0    Voxa: (AppKit) [com.apple.AppKit:Menu_Tracking] _updateReasonForPerformActionIfNeeded: setting _reasonForPerformAction to LMouseDown
2026-04-08 00:31:23.171811-0500 0x6d75cf   Debug       0x0                  48909  0    Voxa: (AppKit) [com.apple.AppKit:Menu_Tracking] Impl: 0xab16af980 shouldDismiss: 1 event: <private>
2026-04-08 00:31:23.274423-0500 0x6d75cf   Debug       0x0                  48909  0    Voxa: (AppKit) [com.apple.AppKit:Menu_Tracking] Dismiss session 0xab180c180, animated YES.
2026-04-08 00:31:23.274477-0500 0x6d75cf   Debug       0x0                  48909  0    Voxa: (AppKit) [com.apple.AppKit:Menu_Tracking] _isDismissing = YES (0xab180c180)
2026-04-08 00:31:23.274503-0500 0x6d75cf   Debug       0x0                  48909  0    Voxa: (AppKit) [com.apple.AppKit:Menu_Tracking] Submenu 0xab16af980 was already dismissed
2026-04-08 00:31:23.274984-0500 0x6d75cf   Debug       0x0                  48909  0    Voxa: (AppKit) [com.apple.AppKit:Animation] Latching animation <private> with commit time 311896.909429
2026-04-08 00:31:23.511056-0500 0x6d75cf   Info        0x0                  48909  0    Voxa: (AppKit) [com.apple.AppKit:Window] window <NSPopupMenuWindow: 0xab137f000> windowNumber=1dd62 finishing close
2026-04-08 00:31:23.511221-0500 0x6d75cf   Debug       0x0                  48909  0    Voxa: (CoreFoundation) [com.apple.defaults:User Defaults] found no value for key NSAutomaticWindowAnimationsEnabled in CFPrefsSearchListSource<0xaaf8f5b80> (Domain: com.lufermalgo.voxa, Container: (null) Non-launch persona: 0)
2026-04-08 00:31:23.511277-0500 0x6d75cf   Debug       0x0                  48909  0    Voxa: (CoreFoundation) [com.apple.defaults:User Defaults] found no value for key reduceMotion in CFPrefsSearchListSource<0xab0c72180> (Domain: com.apple.universalaccess, Container: (null) Non-launch persona: 0)
2026-04-08 00:31:23.511489-0500 0x6d75cf   Debug       0x0                  48909  0    Voxa: (CoreFoundation) [com.apple.defaults:User Defaults] found no value for key reduceMotion in CFPrefsSearchListSource<0xab0c72180> (Domain: com.apple.universalaccess, Container: (null) Non-launch persona: 0)
2026-04-08 00:31:23.511535-0500 0x6d75cf   Debug       0x0                  48909  0    Voxa: (CoreFoundation) [com.apple.defaults:User Defaults] found no value for key ApplePersistenceIgnoreState in CFPrefsSearchListSource<0xaaf8f5b80> (Domain: com.lufermalgo.voxa, Container: (null) Non-launch persona: 0)
2026-04-08 00:31:23.511564-0500 0x6d75cf   Debug       0x0                  48909  0    Voxa: (CoreFoundation) [com.apple.defaults:User Defaults] found no value for key ApplePersistenceIgnoreStateQuietly in CFPrefsSearchListSource<0xaaf8f5b80> (Domain: com.lufermalgo.voxa, Container: (null) Non-launch persona: 0)
2026-04-08 00:31:23.512336-0500 0x6d75cf   Info        0x0                  48909  0    Voxa: (AppKit) [com.apple.AppKit:Window] order window: 1dd62 op: 0 relative: 0 related: 0
2026-04-08 00:31:23.512641-0500 0x6d75cf   Debug       0x0                  48909  0    Voxa: (AppKit) [com.apple.AppKit:Menu_Tracking] (completion) _isDismissing = NO (0xab180c180)
2026-04-08 00:31:23.513240-0500 0x6d75cf   Debug       0x0                  48909  0    Voxa: (AppKit) [com.apple.AppKit:Menu_Tracking] NSMenuTrackingSession setCurrentSession: 0x0
2026-04-08 00:31:23.514827-0500 0x6d75cf   Debug       0x0                  48909  0    Voxa: (SkyLight) [com.apple.SkyLight:processes] 0[outside of RPC]: releaseKeyFocus:theftID=627 err=0
2026-04-08 00:31:23.514909-0500 0x6d75cf   Debug       0x0                  48909  0    Voxa: (LaunchServices) [com.apple.launchservices:cas] _LSModifyNotification(notificationID=45915047968 set={} clear=kLSNotifyBecameFrontmost})
2026-04-08 00:31:23.514986-0500 0x6d75cf   Debug       0x0                  48909  0    Voxa: (LaunchServices) [com.apple.launchservices:cas] modify(set=0/ clear=1/kLSNotifyBecameFrontmost add=[ NULL ]  remove=[ NULL ]  fSessionID=100023)
2026-04-08 00:31:23.515299-0500 0x6d75cf   Debug       0x0                  48909  0    Voxa: (AppKit) [com.apple.AppKit:Menu_Tracking] Cannot set current session to nil because session 0xab180c180 is not current
2026-04-08 00:31:23.519143-0500 0x6d75cf   Debug       0x0                  48909  0    Voxa: (AppKit) [com.apple.AppKit:Menu_Tracking] _repostEvent: setting current event to LMouseDown
2026-04-08 00:31:23.520086-0500 0x6d75cf   Activity    0xcc6965             48909  0    Voxa: (AppKit) perform action for menu item
2026-04-08 00:31:23.520317-0500 0x6d75cf   Activity    0xcc6966             48909  0    Voxa: (AppKit) sendAction:
2026-04-08 00:31:23.520519-0500 0x6d75cf   Info        0xcc6965             48909  0    Voxa: (AppKit) [com.apple.AppKit:Menu] Donating invocation type Mouse for menu item <MudaMenuItem: 0xab05e4240, ke mask='<none>', action: fireMenuItemAction:>
2026-04-08 00:31:23.520626-0500 0x6d75cf   Debug       0xcc6965             48909  0    Voxa: (AppPredictionClient) [com.apple.duetexpertd.atx:client_donations] Menu item invocation donation: <private>
2026-04-08 00:31:23.524045-0500 0x6d75cf   Info        0x0                  48909  0    Voxa: (AppKit) [com.apple.AppKit:Window] context (a24787df -> 0) for window 1dd63
2026-04-08 00:31:23.526687-0500 0x6d75cf   Debug       0x0                  48909  0    Voxa: (AppKit) [com.apple.AppKit:Menu_Tracking] NSMenuTrackingSession dealloc for root menu (null)
2026-04-08 00:31:23.526932-0500 0x6d75cf   Info        0x0                  48909  0    Voxa: (AppKit) [com.apple.AppKit:Window] context (2536f800 -> 0) for window 1dd62
2026-04-08 00:31:23.529676-0500 0x6d75cf   Debug       0x0                  48909  0    Voxa: (BackBoardServices) [com.apple.BackBoard:EventDelivery] flushing changes: {
    contentsMask: 0x2; deferringRules: [[48909-2]];
}
2026-04-08 00:31:23.529987-0500 0x6d75cf   Debug       0x0                  48909  0    Voxa: (CoreFoundation) [com.apple.defaults:User Defaults] found no value for key cursorIsCustomized in CFPrefsSearchListSource<0xab0c72180> (Domain: com.apple.universalaccess, Container: (null) Non-launch persona: 0)
2026-04-08 00:31:23.530136-0500 0x6d75cf   Debug       0x0                  48909  0    Voxa: (LaunchServices) [com.apple.launchservices:cas] _LSCopyApplicationInformationItem(sessionID=-2 asn=ASN:0x0-0x2: keyRef="ApplicationType")
2026-04-08 00:31:23.530244-0500 0x6d75cf   Debug       0x0                  48909  0    Voxa: (LaunchServices) [com.apple.launchservices:cas] _LSCopyApplicationInformationItem(sessionID=-2 asn=ASN:0x0-0x2: keyRef="ApplicationType")
2026-04-08 00:31:23.530602-0500 0x6d75cf   Default     0x0                  48909  0    Voxa: (FrontBoardServices) [com.apple.FrontBoard:SceneClient] [com.apple.controlcenter:4D1599A1-397F-4005-9140-330F10A2F624] Sending action(s) in update: NSSceneFenceAction
2026-04-08 00:31:23.531545-0500 0x6d75cf   Debug       0x0                  48909  0    Voxa: (CoreFoundation) [com.apple.defaults:User Defaults] found no value for key NSAutomaticWindowAnimationsEnabled in CFPrefsSearchListSource<0xaaf8f5b80> (Domain: com.lufermalgo.voxa, Container: (null) Non-launch persona: 0)
2026-04-08 00:31:23.531560-0500 0x6d75cf   Debug       0x0                  48909  0    Voxa: (CoreFoundation) [com.apple.defaults:User Defaults] found no value for key reduceMotion in CFPrefsSearchListSource<0xab0c72180> (Domain: com.apple.universalaccess, Container: (null) Non-launch persona: 0)
2026-04-08 00:31:23.531571-0500 0x6d75cf   Debug       0x0                  48909  0    Voxa: (LaunchServices) [com.apple.launchservices:cas] _LSCopyApplicationInformationItem(sessionID=-2 asn=ASN:0x0-0x2: keyRef="ApplicationType")
2026-04-08 00:31:23.531578-0500 0x6d75cf   Debug       0x0                  48909  0    Voxa: (LaunchServices) [com.apple.launchservices:cas] _LSCopyApplicationInformationItem(sessionID=-2 asn=ASN:0x0-0x2: keyRef="ApplicationType")
2026-04-08 00:31:23.531587-0500 0x6d75cf   Debug       0x0                  48909  0    Voxa: (CoreFoundation) [com.apple.defaults:User Defaults] found no value for key reduceMotion in CFPrefsSearchListSource<0xab0c72180> (Domain: com.apple.universalaccess, Container: (null) Non-launch persona: 0)
2026-04-08 00:31:23.531596-0500 0x6d75cf   Debug       0x0                  48909  0    Voxa: (CoreFoundation) [com.apple.defaults:User Defaults] found no value for key NSWindowTransformAnimationDuration in CFPrefsSearchListSource<0xaaf8f5b80> (Domain: com.lufermalgo.voxa, Container: (null) Non-launch persona: 0)
2026-04-08 00:31:23.531609-0500 0x6d75cf   Debug       0x0                  48909  0    Voxa: (CoreFoundation) [com.apple.defaults:User Defaults] found no value for key ApplePersistenceIgnoreState in CFPrefsSearchListSource<0xaaf8f5b80> (Domain: com.lufermalgo.voxa, Container: (null) Non-launch persona: 0)
2026-04-08 00:31:23.531615-0500 0x6d75cf   Debug       0x0                  48909  0    Voxa: (CoreFoundation) [com.apple.defaults:User Defaults] found no value for key ApplePersistenceIgnoreStateQuietly in CFPrefsSearchListSource<0xaaf8f5b80> (Domain: com.lufermalgo.voxa, Container: (null) Non-launch persona: 0)
2026-04-08 00:31:23.531687-0500 0x6d75cf   Debug       0x0                  48909  0    Voxa: (CoreFoundation) [com.apple.defaults:User Defaults] found no value for key increaseContrast in CFPrefsSearchListSource<0xab0c72180> (Domain: com.apple.universalaccess, Container: (null) Non-launch persona: 0)
2026-04-08 00:31:23.531730-0500 0x6d75cf   Debug       0x0                  48909  0    Voxa: (CoreFoundation) [com.apple.defaults:User Defaults] found no value for key increaseContrast in CFPrefsSearchListSource<0xab0c72180> (Domain: com.apple.universalaccess, Container: (null) Non-launch persona: 0)
2026-04-08 00:31:23.531800-0500 0x6d75cf   Debug       0x0                  48909  0    Voxa: (LaunchServices) [com.apple.launchservices:cas] _LSCopyApplicationInformationItem(sessionID=-2 asn=ASN:0x0-0x2: keyRef="ApplicationType")
2026-04-08 00:31:23.531841-0500 0x6d75cf   Debug       0x0                  48909  0    Voxa: (LaunchServices) [com.apple.launchservices:cas] _LSCopyApplicationInformationItem(sessionID=-2 asn=ASN:0x0-0x2: keyRef="ApplicationType")
2026-04-08 00:31:23.531883-0500 0x6d75cf   Debug       0x0                  48909  0    Voxa: (LaunchServices) [com.apple.launchservices:cas] _LSCopyApplicationInformationItem(sessionID=-2 asn=ASN:0x0-0x2: keyRef="ApplicationType")
2026-04-08 00:31:23.531981-0500 0x6d75cf   Debug       0x0                  48909  0    Voxa: (LaunchServices) [com.apple.launchservices:cas] _LSCopyApplicationInformationItem(sessionID=-2 asn=ASN:0x0-0x2: keyRef="ApplicationType")
2026-04-08 00:31:23.532088-0500 0x6d75cf   Debug       0x0                  48909  0    Voxa: (LaunchServices) [com.apple.launchservices:cas] _LSCopyApplicationInformationItem(sessionID=-2 asn=ASN:0x0-0x2: keyRef="ApplicationType")
2026-04-08 00:31:23.532124-0500 0x6d75cf   Debug       0x0                  48909  0    Voxa: (LaunchServices) [com.apple.launchservices:cas] _LSCopyApplicationInformationItem(sessionID=-2 asn=ASN:0x0-0x2: keyRef="ApplicationType")
2026-04-08 00:31:23.532154-0500 0x6d75cf   Debug       0x0                  48909  0    Voxa: (LaunchServices) [com.apple.launchservices:cas] _LSCopyApplicationInformationItem(sessionID=-2 asn=ASN:0x0-0x2: keyRef="ApplicationType")
2026-04-08 00:31:23.532192-0500 0x6d75cf   Debug       0x0                  48909  0    Voxa: (LaunchServices) [com.apple.launchservices:cas] _LSCopyApplicationInformationItem(sessionID=-2 asn=ASN:0x0-0x2: keyRef="ApplicationType")
2026-04-08 00:31:23.532229-0500 0x6d75cf   Info        0x0                  48909  0    Voxa: (AppKit) [com.apple.AppKit:Window] Window <TaoWindow: 0xab12dcf00> windowNumber=1dd57 ordered front from a non-active application and may order beneath the active application's windows.
2026-04-08 00:31:23.532270-0500 0x6d75cf   Info        0x0                  48909  0    Voxa: (AppKit) [com.apple.AppKit:Window] order window front conditionally: 1dd57 related: 0
2026-04-08 00:31:23.532439-0500 0x6d75cf   Debug       0x0                  48909  0    Voxa: (HIServices) [com.apple.hiservices:processmgr] GetFrontProcess(), psn=0x0,0x15c35c2 result=0
2026-04-08 00:31:23.532450-0500 0x6d75cf   Debug       0x0                  48909  0    Voxa: (LaunchServices) [com.apple.launchservices:cas] _LSCopyApplicationInformation(sessionID=-2 psnRef=[ 0x0-0x15c35c2]  restrictItemsReturnedTo=[ NULL ] )
2026-04-08 00:31:23.532458-0500 0x6d75cf   Debug       0x0                  48909  0    Voxa: (LaunchServices) [com.apple.launchservices:cas] copyApplicationInformationDictionaryGivenASNUsingLocalCache(sharedMemory=LSSharedMemory: sessionID=100023 refs=2 asn=ASN:0x0-0x15c35c2:)
2026-04-08 00:31:23.532795-0500 0x6d75cf   Info        0x0                  48909  0    Voxa: (LaunchServices) [com.apple.launchservices:cas] information in shared memory for 0x0-0x15c35c2 with seed 587 was still valid, so using cached info { "ApplicationType"="Foreground", "BundleIdentifierLowerCase"="com.google.antigravity", "CFBundleDisplayName"="Antigravity", "CFBundleDocumentTypes"=( { "CFBundleTypeExtensions"=( "h"), "CFBundleTypeIconFile"="c.icns", "CFBundleTypeName"="C header file", "CFBundleTypeRole"="Editor", "LSHandlerRank"="Default" }, { "CFBundleTypeExtensions"=( "c"), "CFBundleTypeIconFile"="c.icns", "CFBundleTypeName"="C source code", "CFBundleTypeRole"="Editor", "LSHandlerRank"="Default" }, { "CFBundleTypeExtensions"=( "gitattributes", "gitconfig", "gitignore"), "CFBundleTypeIconFile"="config.icns", "CFBundleTypeName"="Git configuration file", "CFBundleTypeRole"="Editor", "LSHandlerRank"="Default" }, { "CFBundleTypeExtensions"=( "asp", "aspx", "cshtml", "jshtm", "jsp", "phtml", "shtml"), "CFBundleTypeIconFile"="html.icns", "CFBundleTypeName"="HTML template document", "CFBundleTypeRole"="Editor", "LSHandlerRank"="Default" }, { "CFBundleTypeExtensions"=( "bat", "cmd"), "CFBundleTypeIconFile"="bat.icns", "<…>
2026-04-08 00:31:23.532809-0500 0x6d75cf   Debug       0x0                  48909  0    Voxa: (HIServices) [com.apple.hiservices:processmgr] GetFrontProcess(), psn=0x0,0x15c35c2 result=0
2026-04-08 00:31:23.532823-0500 0x6d75cf   Info        0x0                  48909  0    Voxa: (CoreAnalytics) [com.apple.CoreAnalytics:client] Dropping "com.apple.appkit.application.stoleKeyFocus" as it isn't used in any transform (not in the config or budgeted?)
2026-04-08 00:31:23.532835-0500 0x6d75cf   Info        0x0                  48909  0    Voxa: (SkyLight) [com.apple.SkyLight:processes] 0[outside of RPC]: SLSSetFrontProcessWithInfo(0x0-0x2 window=0 options=0x1
2026-04-08 00:31:23.533862-0500 0x6d7a8c   Debug       0x0                  48909  0    Voxa: (LaunchServices) [com.apple.launchservices:cas] receiveNotificationFromServer(m={affected=24176397U, clientid=45915110560U, code=512, id=10913U, info={ApplicationType="UIElement", CFBundleIdentifier="com.lufermalgo.voxa", LSASN={com.apple.coreservices.asn=UUID:$c96172a0ce744d62, com.apple.coreservices.asn.hi=0U, com.apple.coreservices.asn.lo=24176397U, }, LSFrontApplicationSeed=4819, LSMenuBarOwnerASN={com.apple.coreservices.asn=UUID:$c96172a0ce744d62, com.apple.coreservices.asn.hi=0U, com.apple.coreservices.asn.lo=22820290U, }, LSMenuBarOwnerApplicationSeed=4147, LSOtherASN={com.apple.coreservices.asn=UUID:$c96172a0ce744d62, com.apple.coreservices.asn.hi=0U, com.apple.coreservices.asn.lo=22820290U, }, }, msgid=106U, session=100023, when=xpc object:<double: 0xab06f4be0>: 797319083.533290 , })
2026-04-08 00:31:23.533939-0500 0x6d7a8c   Debug       0x0                  48909  0    Voxa: (LaunchServices) [com.apple.launchservices:cas] Calling block with kLSNotifyBecameFrontmost { "ApplicationType"="UIElement", "CFBundleIdentifier"="com.lufermalgo.voxa", "LSASN"=ASN:0x0-0x170e70d:, "LSFrontApplicationSeed"=4819, "LSMenuBarOwnerASN"=ASN:0x0-0x15c35c2:, "LSMenuBarOwnerApplicationSeed"=4147, "LSOtherASN"=ASN:0x0-0x15c35c2: } notificationID=100023 id=0xab0c0fca0
2026-04-08 00:31:23.534133-0500 0x6d7a8c   Debug       0xcc6943             48909  0    Voxa: (RunningBoardServices) [com.apple.runningboard:message] PERF: [app<application.com.lufermalgo.voxa.118263418.118263424(501)>:48909] Received message from runningboardd: async_didChangeInheritances:completion:
2026-04-08 00:31:23.534142-0500 0x6d7a8c   Activity    0xcc6969             48909  0    Voxa: (RunningBoardServices) didChangeInheritances
2026-04-08 00:31:23.534181-0500 0x6d7a8c   Debug       0xcc6969             48909  0    Voxa: (RunningBoardServices) [com.apple.runningboard:connection] didChangeInheritances: <RBSInheritanceChangeSet| gained:{(
    <RBSInheritance| environment:(none) name:com.apple.launchservices.userfacing origID:408-368-194668 0>,
    <RBSInheritance| environment:(none) name:com.apple.launchservices.userfacing origID:408-368-194668 0>
)} lost:(null)>
